customer_id,ref_no,purpose,gender,region,education,age,location,account_date_opened,marital_status,branch_code,religion,salaried
128342677,685304677,NEW,MALE,W,NONE,48,URBAN,39323,0,IDBI_26,Hindu,1
128342678,685304678,ENH,FEMALE,S,PRIMARY,29,URBAN,39718,1,IDBI_48,Hindu,0
128342679,685304679,ENH,MALE,E,SECONDARY,59,URBAN,42158,0,IDBI_48,Christian,0
128342680,685304680,NEW,MALE,E,PRIMARY,45,RURAL,41972,0,IDBI_53,Christian,1
128342681,685304681,NEW,FEMALE,S,PRIMARY,39,URBAN,39087,0,IDBI_90,Hindu,1
128342682,685304682,ENH,FEMALE,W,GRADUATE,40,RURAL,43463,1,IDBI_21,Hindu,1
128342683,685304683,NEW,MALE,E,NONE,44,URBAN,39246,0,IDBI_4,Parsi,0
128342684,685304684,NEW,MALE,E,SECONDARY,59,URBAN,41865,0,IDBI_31,Hindu,0
128342685,685304685,NEW,FEMALE,S,PRIMARY,52,RURAL,38794,1,IDBI_97,Hindu,1
128342686,685304686,NEW,MALE,E,GRADUATE,40,RURAL,41776,1,IDBI_97,Hindu,1
128342687,685304687,NEW,MALE,W,GRADUATE,36,URBAN,39134,0,IDBI_21,Muslim,0
128342688,685304688,NEW,FEMALE,N,PRIMARY,59,URBAN,38820,1,IDBI_21,Christian,0
128342689,685304689,ENH,MALE,S,NONE,62,RURAL,42370,1,IDBI_37,Parsi,1
128342690,685304690,ENH,FEMALE,N,PRIMARY,65,URBAN,41943,1,IDBI_96,Parsi,0
128342691,685304691,ENH,FEMALE,E,PRIMARY,41,URBAN,43261,1,IDBI_96,Parsi,1
128342692,685304692,ENH,FEMALE,N,GRADUATE,62,URBAN,43072,1,IDBI_83,Hindu,1
128342693,685304693,NEW,FEMALE,E,GRADUATE,64,URBAN,40858,1,IDBI_15,Hindu,0
128342694,685304694,NEW,MALE,N,PRIMARY,32,RURAL,39432,1,IDBI_4,Muslim,0
128342695,685304695,NEW,MALE,W,GRADUATE,31,RURAL,41858,1,IDBI_63,Muslim,1
128342696,685304696,ENH,MALE,W,PRIMARY,40,RURAL,41750,1,IDBI_28,Muslim,1
128342697,685304697,ENH,MALE,N,PRIMARY,58,RURAL,41620,1,IDBI_28,Parsi,1
128342698,685304698,ENH,FEMALE,N,NONE,43,URBAN,42390,0,IDBI_2,Parsi,0
128342699,685304699,NEW,MALE,W,0,47,URBAN,42835,1,IDBI_2,Hindu,1
128342700,685304700,NEW,FEMALE,N,GRADUATE,67,URBAN,39961,1,IDBI_22,Parsi,0
128342701,685304701,ENH,MALE,W,SECONDARY,36,URBAN,42521,1,IDBI_22,Hindu,1
128342702,685304702,ENH,FEMALE,N,NONE,31,URBAN,39320,1,IDBI_90,Parsi,0
128342703,685304703,NEW,MALE,S,NONE,56,URBAN,43141,0,IDBI_23,Christian,0
128342704,685304704,ENH,FEMALE,E,NONE,64,URBAN,41049,0,IDBI_91,Parsi,1
128342705,685304705,NEW,MALE,W,PRIMARY,58,URBAN,43100,0,IDBI_91,Hindu,1
128342706,685304706,ENH,FEMALE,W,NONE,61,URBAN,39372,1,IDBI_83,Parsi,0
128342707,685304707,ENH,MALE,E,NONE,52,URBAN,38002,1,IDBI_83,Muslim,1
128342708,685304708,NEW,FEMALE,N,GRADUATE,39,RURAL,40567,1,IDBI_61,Hindu,1
128342709,685304709,NEW,MALE,E,SECONDARY,64,RURAL,41707,1,IDBI_61,Christian,1
128342710,685304710,ENH,MALE,W,PRIMARY,53,RURAL,38720,0,IDBI_21,Christian,1
128342711,685304711,ENH,FEMALE,E,PRIMARY,41,RURAL,42029,0,IDBI_21,Christian,0
128342712,685304712,ENH,FEMALE,S,SECONDARY,28,RURAL,42534,0,IDBI_68,Muslim,0
128342713,685304713,ENH,FEMALE,E,PRIMARY,57,RURAL,41315,0,IDBI_74,Parsi,0
128342714,685304714,ENH,FEMALE,S,NONE,50,URBAN,38366,0,IDBI_33,Hindu,0
128342715,685304715,NEW,FEMALE,E,SECONDARY,56,URBAN,41140,0,IDBI_33,Parsi,1
128342716,685304716,ENH,FEMALE,E,0,45,URBAN,39644,0,IDBI_41,Christian,0
128342717,685304717,ENH,FEMALE,E,GRADUATE,54,URBAN,42013,0,IDBI_41,Muslim,0
128342718,685304718,NEW,MALE,W,GRADUATE,61,URBAN,38535,1,IDBI_82,Christian,1
128342719,685304719,NEW,FEMALE,W,GRADUATE,51,URBAN,40942,1,IDBI_82,Parsi,1
128342720,685304720,ENH,MALE,E,PRIMARY,48,RURAL,40419,1,IDBI_91,Parsi,1
128342722,685304722,NEW,FEMALE,W,PRIMARY,54,RURAL,38984,1,IDBI_58,Christian,1
128342724,685304724,ENH,MALE,W,NONE,52,URBAN,38284,1,IDBI_77,Hindu,1
128342725,685304725,NEW,FEMALE,S,GRADUATE,53,RURAL,40559,0,IDBI_91,Muslim,1
128342728,685304728,ENH,FEMALE,W,NONE,66,URBAN,39042,0,IDBI_34,Hindu,1
128342729,685304729,NEW,FEMALE,E,SECONDARY,61,URBAN,41930,0,IDBI_34,Christian,1
128342730,685304730,ENH,MALE,E,NONE,63,RURAL,39347,1,IDBI_75,Parsi,0
128342731,685304731,ENH,MALE,N,PRIMARY,61,RURAL,40395,0,IDBI_75,Hindu,0
128342732,685304732,ENH,MALE,S,SECONDARY,42,RURAL,40441,1,IDBI_81,Muslim,0
128342733,685304733,ENH,FEMALE,N,GRADUATE,44,RURAL,41507,0,IDBI_32,Christian,0
128342734,685304734,ENH,MALE,W,SECONDARY,55,RURAL,38502,0,IDBI_32,Hindu,1
128342735,685304735,NEW,MALE,S,GRADUATE,33,RURAL,41991,1,IDBI_81,Parsi,0
128342736,685304736,ENH,MALE,W,PRIMARY,60,RURAL,40037,1,IDBI_75,Muslim,0
128342737,685304737,NEW,FEMALE,S,SECONDARY,50,RURAL,38918,1,IDBI_75,Muslim,1
128342738,685304738,NEW,FEMALE,E,NONE,52,URBAN,43415,1,IDBI_70,Parsi,0
128342739,685304739,NEW,FEMALE,E,NONE,34,URBAN,41857,1,IDBI_70,Parsi,1
128342740,685304740,ENH,FEMALE,E,PRIMARY,37,RURAL,40232,0,IDBI_35,Christian,1
128342741,685304741,ENH,MALE,E,PRIMARY,29,RURAL,42859,1,IDBI_35,Muslim,0
128342742,685304742,NEW,FEMALE,W,PRIMARY,65,URBAN,42341,1,IDBI_74,Christian,0
128342743,685304743,ENH,MALE,S,GRADUATE,31,URBAN,38236,1,IDBI_74,Parsi,1
128342744,685304744,ENH,FEMALE,W,NONE,44,URBAN,42970,1,IDBI_55,Christian,0
128342745,685304745,NEW,FEMALE,E,SECONDARY,38,URBAN,40370,0,IDBI_11,Christian,0
128342746,685304746,ENH,FEMALE,E,GRADUATE,67,RURAL,42907,1,IDBI_3,Hindu,1
128342747,685304747,ENH,FEMALE,N,PRIMARY,66,URBAN,39143,0,IDBI_12,Christian,0
128342748,685304748,NEW,MALE,N,SECONDARY,48,URBAN,42104,0,IDBI_92,Christian,1
128342749,685304749,ENH,MALE,E,GRADUATE,50,RURAL,42153,0,IDBI_27,Muslim,0
128342750,685304750,NEW,FEMALE,N,NONE,49,RURAL,38260,1,IDBI_76,Christian,1
128342751,685304751,ENH,FEMALE,S,PRIMARY,37,RURAL,41430,1,IDBI_76,Parsi,0
128342753,685304753,ENH,MALE,N,SECONDARY,61,RURAL,40366,1,IDBI_67,Parsi,0
128342754,685304754,NEW,FEMALE,W,NONE,61,URBAN,42518,1,IDBI_99,Hindu,1
128342755,685304755,NEW,MALE,S,0,55,URBAN,40459,1,IDBI_99,Christian,0
128342756,685304756,ENH,FEMALE,S,NONE,68,URBAN,39049,0,IDBI_29,Muslim,0
128342757,685304757,ENH,MALE,W,NONE,28,URBAN,43443,0,IDBI_67,Muslim,1
128342758,685304758,NEW,FEMALE,N,PRIMARY,32,RURAL,41789,1,IDBI_92,Hindu,1
128342759,685304759,ENH,FEMALE,W,NONE,32,RURAL,43430,0,IDBI_92,Parsi,0
128342760,685304760,NEW,FEMALE,W,PRIMARY,52,RURAL,39879,0,IDBI_37,Parsi,1
128342761,685304761,ENH,MALE,N,GRADUATE,27,RURAL,40495,1,IDBI_9,Christian,0
128342762,685304762,ENH,MALE,S,NONE,47,URBAN,38626,1,IDBI_35,Parsi,1
128342763,685304763,ENH,FEMALE,W,SECONDARY,29,URBAN,43316,0,IDBI_35,Muslim,0
128342764,685304764,NEW,MALE,E,SECONDARY,40,URBAN,38647,1,IDBI_35,Muslim,1
128342765,685304765,NEW,MALE,W,SECONDARY,34,URBAN,40379,1,IDBI_92,Hindu,1
128342766,685304766,ENH,MALE,S,SECONDARY,42,RURAL,38744,0,IDBI_90,Christian,0
128342767,685304767,ENH,FEMALE,E,NONE,41,RURAL,41462,1,IDBI_1,Hindu,0
128342768,685304768,NEW,MALE,N,SECONDARY,53,URBAN,39010,0,IDBI_81,Parsi,1
128342769,685304769,NEW,MALE,S,NONE,48,URBAN,41780,0,IDBI_81,Hindu,1
128342770,685304770,NEW,FEMALE,S,GRADUATE,61,URBAN,40289,1,IDBI_5,Christian,0
128342771,685304771,ENH,MALE,E,SECONDARY,47,URBAN,40545,1,IDBI_18,Parsi,0
128342772,685304772,NEW,MALE,N,PRIMARY,67,URBAN,42598,1,IDBI_18,Parsi,1
128342773,685304773,ENH,MALE,W,GRADUATE,60,RURAL,40029,1,IDBI_21,Parsi,0
128342774,685304774,ENH,FEMALE,W,SECONDARY,43,URBAN,40364,1,IDBI_29,Christian,0
128342775,685304775,NEW,FEMALE,E,NONE,68,URBAN,38951,0,IDBI_29,Parsi,1
128342776,685304776,ENH,MALE,W,GRADUATE,44,RURAL,42028,1,IDBI_21,Christian,1
128342777,685304777,ENH,FEMALE,N,PRIMARY,67,URBAN,38547,0,IDBI_38,Christian,1
128342778,685304778,NEW,MALE,S,PRIMARY,34,URBAN,40409,1,IDBI_6,Hindu,0
128342779,685304779,NEW,MALE,E,SECONDARY,37,URBAN,39604,1,IDBI_71,Christian,0
128342780,685304780,ENH,FEMALE,S,GRADUATE,60,URBAN,39378,0,IDBI_10,Muslim,1
128342781,685304781,ENH,MALE,W,NONE,64,URBAN,39959,0,IDBI_10,Muslim,1
128342782,685304782,NEW,MALE,S,GRADUATE,57,URBAN,39058,0,IDBI_8,Hindu,1
128342783,685304783,ENH,FEMALE,E,0,43,RURAL,40888,0,IDBI_4,Parsi,1
128342784,685304784,NEW,FEMALE,N,PRIMARY,39,RURAL,41109,0,IDBI_4,Muslim,1
128342785,685304785,NEW,FEMALE,N,PRIMARY,61,URBAN,41380,0,IDBI_43,Hindu,0
128342786,685304786,NEW,FEMALE,S,NONE,43,URBAN,41471,0,IDBI_43,Muslim,1
128342787,685304787,ENH,MALE,N,GRADUATE,65,URBAN,43203,1,IDBI_92,Parsi,0
128342788,685304788,NEW,FEMALE,W,NONE,40,URBAN,42310,0,IDBI_92,Christian,1
128342789,685304789,ENH,FEMALE,S,PRIMARY,29,URBAN,38642,0,IDBI_28,Hindu,0
128342790,685304790,ENH,MALE,W,NONE,44,URBAN,41643,1,IDBI_46,Christian,0
128342791,685304791,NEW,MALE,W,PRIMARY,67,RURAL,40288,1,IDBI_30,Christian,1
128342792,685304792,NEW,MALE,S,GRADUATE,61,RURAL,42149,0,IDBI_30,Muslim,1
128342793,685304793,NEW,MALE,W,NONE,60,RURAL,39485,0,IDBI_20,Muslim,1
128342794,685304794,NEW,MALE,S,GRADUATE,49,RURAL,43439,1,IDBI_20,Muslim,0
128342795,685304795,ENH,MALE,W,NONE,45,URBAN,41448,0,IDBI_79,Hindu,0
128342796,685304796,ENH,FEMALE,E,GRADUATE,34,URBAN,40554,0,IDBI_79,Muslim,0
128342797,685304797,ENH,MALE,N,GRADUATE,30,RURAL,39298,1,IDBI_20,Hindu,0
128342798,685304798,NEW,MALE,S,GRADUATE,45,URBAN,40341,1,IDBI_51,Muslim,0
128342799,685304799,NEW,FEMALE,E,GRADUATE,35,URBAN,41229,0,IDBI_58,Hindu,1
128342800,685304800,ENH,MALE,N,GRADUATE,43,URBAN,42557,0,IDBI_58,Parsi,0
128342801,685304801,ENH,MALE,W,GRADUATE,34,RURAL,41442,0,IDBI_98,Muslim,0
128342802,685304802,ENH,FEMALE,S,SECONDARY,49,RURAL,43383,0,IDBI_98,Hindu,0
128342803,685304803,ENH,MALE,N,GRADUATE,42,RURAL,43447,0,IDBI_40,Parsi,0
128342804,685304804,ENH,MALE,W,GRADUATE,55,URBAN,42075,1,IDBI_42,Hindu,0
128342805,685304805,ENH,MALE,N,GRADUATE,49,URBAN,42427,0,IDBI_42,Parsi,0
128342806,685304806,ENH,MALE,S,SECONDARY,65,RURAL,41444,1,IDBI_41,Hindu,0
128342807,685304807,ENH,MALE,W,GRADUATE,27,RURAL,40078,1,IDBI_41,Muslim,0
128342808,685304808,ENH,MALE,E,GRADUATE,46,RURAL,41882,0,IDBI_63,Muslim,1
128342809,685304809,ENH,FEMALE,S,GRADUATE,29,URBAN,40849,1,IDBI_100,Parsi,0
128342810,685304810,NEW,FEMALE,E,SECONDARY,35,URBAN,41096,1,IDBI_100,Christian,0
128342811,685304811,NEW,MALE,W,GRADUATE,58,URBAN,39338,1,IDBI_42,Muslim,0
128342812,685304812,NEW,MALE,E,PRIMARY,62,URBAN,40469,1,IDBI_42,Muslim,0
128342813,685304813,NEW,FEMALE,W,SECONDARY,51,URBAN,41600,1,IDBI_11,Muslim,1
128342814,685304814,ENH,FEMALE,W,SECONDARY,61,URBAN,38915,1,IDBI_11,Parsi,0
128342815,685304815,NEW,MALE,S,SECONDARY,68,URBAN,38171,0,IDBI_56,Christian,1
128342816,685304816,NEW,FEMALE,E,GRADUATE,44,URBAN,40554,0,IDBI_69,Parsi,0
128342817,685304817,NEW,MALE,W,PRIMARY,56,URBAN,39371,0,IDBI_69,Christian,0
128342818,685304818,NEW,MALE,W,SECONDARY,49,RURAL,42083,1,IDBI_91,Parsi,1
128342819,685304819,NEW,MALE,E,PRIMARY,51,RURAL,38472,0,IDBI_91,Parsi,1
128342820,685304820,NEW,MALE,E,SECONDARY,62,RURAL,41354,1,IDBI_83,Parsi,0
128342821,685304821,NEW,MALE,N,SECONDARY,30,RURAL,43018,1,IDBI_83,Hindu,0
128342822,685304822,NEW,FEMALE,N,PRIMARY,55,URBAN,40168,1,IDBI_68,Christian,1
128342823,685304823,ENH,FEMALE,E,SECONDARY,41,URBAN,40500,0,IDBI_42,Hindu,0
128342824,685304824,NEW,MALE,E,PRIMARY,40,URBAN,38581,0,IDBI_42,Muslim,1
128342826,685304826,ENH,FEMALE,S,SECONDARY,63,RURAL,38506,1,IDBI_66,Christian,1
128342827,685304827,ENH,MALE,E,NONE,33,URBAN,41239,1,IDBI_43,Parsi,1
128342828,685304828,ENH,FEMALE,W,NONE,33,RURAL,39136,0,IDBI_6,Hindu,1
128342829,685304829,NEW,MALE,E,SECONDARY,53,URBAN,39696,1,IDBI_37,Hindu,1
128342830,685304830,ENH,FEMALE,E,PRIMARY,52,URBAN,43275,0,IDBI_37,Parsi,1
128342831,685304831,ENH,FEMALE,E,PRIMARY,53,RURAL,42539,1,IDBI_26,Hindu,0
128342832,685304832,NEW,MALE,S,PRIMARY,40,RURAL,41888,1,IDBI_56,Muslim,0
128342833,685304833,ENH,FEMALE,N,GRADUATE,65,RURAL,43238,1,IDBI_56,Muslim,0
128342834,685304834,ENH,MALE,E,PRIMARY,35,URBAN,41460,0,IDBI_92,Muslim,1
128342835,685304835,ENH,FEMALE,W,GRADUATE,54,URBAN,41936,0,IDBI_92,Parsi,0
128342836,685304836,NEW,FEMALE,E,SECONDARY,65,RURAL,38290,0,IDBI_75,Christian,1
128342837,685304837,NEW,MALE,W,PRIMARY,46,RURAL,38870,0,IDBI_55,Parsi,0
128342838,685304838,ENH,FEMALE,E,SECONDARY,32,URBAN,41078,1,IDBI_9,Hindu,0
128342839,685304839,NEW,FEMALE,E,GRADUATE,39,URBAN,41437,1,IDBI_9,Hindu,0
128342840,685304840,ENH,FEMALE,W,GRADUATE,41,URBAN,38915,1,IDBI_65,Parsi,0
128342841,685304841,NEW,MALE,W,GRADUATE,52,URBAN,40562,1,IDBI_65,Muslim,0
128342842,685304842,NEW,FEMALE,W,PRIMARY,27,RURAL,40094,1,IDBI_34,Christian,0
128342843,685304843,NEW,MALE,W,GRADUATE,51,RURAL,39925,0,IDBI_34,Muslim,1
128342844,685304844,NEW,MALE,N,NONE,30,RURAL,40710,0,IDBI_47,Muslim,1
128342845,685304845,ENH,FEMALE,E,GRADUATE,63,RURAL,42121,0,IDBI_71,Hindu,0
128342846,685304846,NEW,MALE,E,SECONDARY,67,RURAL,39152,0,IDBI_71,Muslim,0
128342847,685304847,NEW,MALE,W,PRIMARY,32,URBAN,39282,1,IDBI_96,Hindu,0
128342848,685304848,NEW,MALE,N,GRADUATE,47,URBAN,43262,1,IDBI_96,Hindu,0
128342849,685304849,NEW,FEMALE,N,NONE,65,URBAN,38612,1,IDBI_2,Muslim,1
128342850,685304850,ENH,MALE,E,SECONDARY,51,URBAN,40119,1,IDBI_2,Hindu,1
128342851,685304851,ENH,MALE,E,NONE,54,RURAL,41183,1,IDBI_51,Muslim,0
128342852,685304852,NEW,FEMALE,E,SECONDARY,61,RURAL,39985,1,IDBI_51,Hindu,1
128342853,685304853,NEW,MALE,S,PRIMARY,62,URBAN,40997,0,IDBI_75,Hindu,0
128342854,685304854,ENH,MALE,E,SECONDARY,27,URBAN,38954,1,IDBI_75,Hindu,0
128342855,685304855,NEW,FEMALE,E,NONE,66,URBAN,41809,1,IDBI_16,Hindu,0
128342857,685304857,ENH,MALE,W,GRADUATE,53,URBAN,42046,1,IDBI_90,Muslim,1
128342858,685304858,ENH,MALE,S,PRIMARY,30,RURAL,38619,0,IDBI_35,Muslim,0
128342859,685304859,NEW,FEMALE,E,GRADUATE,33,RURAL,42367,1,IDBI_3,Muslim,1
128342860,685304860,ENH,FEMALE,S,NONE,59,RURAL,38488,1,IDBI_3,Hindu,0
128342861,685304861,ENH,FEMALE,E,NONE,27,URBAN,39656,0,IDBI_92,Parsi,1
128342862,685304862,ENH,MALE,S,NONE,31,RURAL,39017,1,IDBI_51,Muslim,1
128342863,685304863,ENH,FEMALE,W,SECONDARY,50,URBAN,41773,0,IDBI_64,Christian,0
128342864,685304864,NEW,FEMALE,N,SECONDARY,31,URBAN,42803,1,IDBI_64,Parsi,0
128342865,685304865,NEW,MALE,W,SECONDARY,52,RURAL,42914,1,IDBI_25,Christian,0
128346877,685304866,ENH,FEMALE,S,GRADUATE,53,RURAL,40902,0,IDBI_1,Parsi,1
128342867,685304867,NEW,MALE,E,PRIMARY,56,RURAL,42206,0,IDBI_1,Christian,0
128342868,685304868,ENH,MALE,E,PRIMARY,43,URBAN,39423,0,IDBI_4,Parsi,1
128342869,685304869,NEW,FEMALE,W,GRADUATE,59,RURAL,42756,1,IDBI_38,Parsi,0
128342870,685304870,NEW,MALE,S,PRIMARY,54,RURAL,38674,0,IDBI_38,Christian,0
128342871,685304871,NEW,MALE,S,GRADUATE,49,URBAN,40379,0,IDBI_72,Hindu,0
128342872,685304872,ENH,MALE,S,PRIMARY,34,RURAL,42877,1,IDBI_74,Christian,0
128342873,685304873,NEW,MALE,S,GRADUATE,64,RURAL,39640,1,IDBI_4,Muslim,1
128342874,685304874,NEW,MALE,S,SECONDARY,45,RURAL,42785,1,IDBI_4,Hindu,1
128342875,685304875,NEW,MALE,N,PRIMARY,65,RURAL,41158,0,IDBI_52,Christian,0
128342876,685304876,ENH,MALE,S,GRADUATE,41,RURAL,41255,0,IDBI_52,Christian,0
128342877,685304877,NEW,MALE,W,SECONDARY,42,URBAN,42280,1,IDBI_73,Parsi,0
128342878,685304878,NEW,MALE,S,NONE,34,URBAN,40460,0,IDBI_73,Muslim,0
128342879,685304879,ENH,FEMALE,W,PRIMARY,50,RURAL,42563,1,IDBI_53,Christian,1
128342880,685304880,NEW,MALE,S,SECONDARY,35,RURAL,38838,0,IDBI_73,Muslim,1
128342881,685304881,NEW,FEMALE,N,GRADUATE,39,RURAL,38555,0,IDBI_63,Hindu,0
128342882,685304882,ENH,FEMALE,E,PRIMARY,50,RURAL,40559,1,IDBI_63,Christian,1
128342883,685304883,NEW,FEMALE,N,NONE,28,RURAL,39003,0,IDBI_46,Christian,1
128342884,685304884,ENH,FEMALE,N,PRIMARY,59,RURAL,40480,0,IDBI_81,Parsi,1
128342885,685304885,NEW,FEMALE,S,NONE,48,URBAN,38706,1,IDBI_12,Muslim,1
128342886,685304886,ENH,MALE,E,NONE,65,URBAN,42817,1,IDBI_12,Hindu,1
128342887,685304887,NEW,MALE,W,NONE,34,RURAL,39780,0,IDBI_1,Muslim,1
128342888,685304888,NEW,MALE,E,SECONDARY,68,RURAL,39311,0,IDBI_1,Christian,0
128342889,685304889,NEW,FEMALE,E,NONE,38,RURAL,39028,1,IDBI_82,Christian,0
128342890,685304890,NEW,FEMALE,W,SECONDARY,40,RURAL,38325,1,IDBI_82,Parsi,0
128342891,685304891,ENH,FEMALE,S,SECONDARY,50,RURAL,43410,1,IDBI_71,Muslim,1
128342892,685304892,ENH,MALE,N,SECONDARY,60,RURAL,43277,0,IDBI_63,Muslim,0
128342893,685304893,ENH,FEMALE,W,GRADUATE,35,RURAL,39524,1,IDBI_63,Parsi,1
128342894,685304894,NEW,FEMALE,S,PRIMARY,67,RURAL,41523,1,IDBI_47,Muslim,1
128342895,685304895,ENH,MALE,S,PRIMARY,32,RURAL,40089,1,IDBI_47,Muslim,0
128342896,685304896,ENH,MALE,S,GRADUATE,64,URBAN,38811,1,IDBI_87,Hindu,1
128342897,685304897,ENH,MALE,W,PRIMARY,30,URBAN,39448,0,IDBI_34,Christian,0
128342898,685304898,NEW,MALE,S,GRADUATE,58,URBAN,38526,0,IDBI_34,Hindu,0
128342899,685304899,ENH,MALE,E,GRADUATE,33,URBAN,42713,1,IDBI_38,Parsi,1
128342900,685304900,ENH,FEMALE,W,SECONDARY,41,URBAN,42083,0,IDBI_29,Hindu,1
128342901,685304901,NEW,MALE,W,PRIMARY,30,URBAN,41162,1,IDBI_29,Muslim,0
128342902,685304902,ENH,MALE,E,SECONDARY,55,URBAN,39053,0,IDBI_73,Hindu,0
128342903,685304903,ENH,FEMALE,N,GRADUATE,29,RURAL,39727,0,IDBI_79,Muslim,0
128342904,685304904,NEW,MALE,N,GRADUATE,36,RURAL,41125,0,IDBI_79,Muslim,0
128342905,685304905,NEW,FEMALE,N,NONE,50,RURAL,42188,0,IDBI_5,Muslim,0
128342906,685304906,ENH,MALE,S,PRIMARY,42,RURAL,41706,1,IDBI_5,Muslim,1
128342907,685304907,ENH,MALE,S,SECONDARY,47,RURAL,40625,1,IDBI_94,Hindu,0
128342908,685304908,NEW,FEMALE,W,PRIMARY,33,URBAN,41500,1,IDBI_4,Hindu,1
128342909,685304909,ENH,MALE,E,SECONDARY,31,URBAN,43422,1,IDBI_4,Muslim,1
128342910,685304910,NEW,FEMALE,W,GRADUATE,55,URBAN,40293,1,IDBI_66,Hindu,0
128342911,685304911,ENH,FEMALE,E,PRIMARY,55,URBAN,38429,1,IDBI_66,Hindu,1
128342912,685304912,ENH,MALE,S,SECONDARY,28,RURAL,43383,1,IDBI_76,Christian,1
128342914,685304914,NEW,FEMALE,N,NONE,46,RURAL,41251,0,IDBI_10,Christian,1
128342915,685304915,NEW,FEMALE,W,GRADUATE,67,URBAN,41935,0,IDBI_45,Parsi,1
128342916,685304916,NEW,FEMALE,N,PRIMARY,30,RURAL,41894,1,IDBI_64,Parsi,1
128342917,685304917,ENH,FEMALE,E,PRIMARY,27,RURAL,40452,1,IDBI_64,Parsi,1
128342918,685304918,ENH,MALE,E,SECONDARY,44,RURAL,38802,0,IDBI_84,Parsi,0
128342919,685304919,ENH,FEMALE,E,SECONDARY,60,RURAL,41266,0,IDBI_84,Christian,0
128342920,685304920,ENH,FEMALE,E,PRIMARY,53,RURAL,40600,1,IDBI_42,Muslim,1
128342921,685304921,NEW,FEMALE,N,NONE,65,URBAN,38952,0,IDBI_49,Christian,0
128342922,685304922,ENH,FEMALE,W,SECONDARY,47,URBAN,41084,0,IDBI_49,Hindu,0
128342923,685304923,ENH,FEMALE,E,GRADUATE,64,URBAN,41841,0,IDBI_75,Parsi,0
128342924,685304924,ENH,MALE,N,SECONDARY,46,URBAN,41059,0,IDBI_75,Christian,0
128342925,685304925,ENH,MALE,S,GRADUATE,31,RURAL,43231,0,IDBI_57,Hindu,0
128342927,685304927,ENH,FEMALE,E,SECONDARY,36,RURAL,42676,0,IDBI_94,Hindu,1
128342928,685304928,ENH,MALE,N,GRADUATE,55,RURAL,41508,0,IDBI_94,Christian,0
128342929,685304929,NEW,FEMALE,W,PRIMARY,33,URBAN,39390,1,IDBI_45,Muslim,1
128342930,685304930,NEW,MALE,E,GRADUATE,54,URBAN,38062,0,IDBI_45,Christian,0
128342931,685304931,ENH,MALE,S,NONE,65,RURAL,42962,0,IDBI_50,Hindu,0
128342932,685304932,NEW,FEMALE,E,SECONDARY,43,RURAL,39591,1,IDBI_50,Muslim,0
128342933,685304933,NEW,MALE,N,PRIMARY,51,URBAN,38398,0,IDBI_26,Hindu,0
128342934,685304934,ENH,FEMALE,E,SECONDARY,43,URBAN,43403,0,IDBI_88,Parsi,0
128342935,685304935,ENH,FEMALE,N,NONE,57,URBAN,38047,0,IDBI_88,Christian,1
128342936,685304936,ENH,FEMALE,E,GRADUATE,55,URBAN,40185,0,IDBI_32,Parsi,0
128342937,685304937,ENH,FEMALE,W,GRADUATE,27,URBAN,40940,0,IDBI_32,Hindu,1
128342938,685304938,NEW,MALE,N,NONE,50,RURAL,42580,0,IDBI_56,Hindu,1
128342939,685304939,NEW,FEMALE,W,NONE,53,RURAL,39783,0,IDBI_64,Muslim,1
128342940,685304940,NEW,FEMALE,S,NONE,62,RURAL,40008,0,IDBI_64,Hindu,0
128342941,685304941,ENH,MALE,N,PRIMARY,59,URBAN,42341,1,IDBI_44,Parsi,0
128342942,685304942,ENH,FEMALE,S,SECONDARY,57,URBAN,43165,1,IDBI_44,Muslim,1
128342943,685304943,NEW,MALE,E,SECONDARY,60,URBAN,43151,0,IDBI_17,Hindu,1
128342944,685304944,ENH,MALE,E,GRADUATE,31,URBAN,43368,0,IDBI_17,Hindu,0
128342945,685304945,ENH,MALE,N,SECONDARY,66,URBAN,43260,0,IDBI_61,Hindu,0
128342946,685304946,NEW,FEMALE,W,SECONDARY,41,URBAN,42928,1,IDBI_61,Hindu,1
128342947,685304947,NEW,MALE,E,GRADUATE,33,URBAN,41991,1,IDBI_4,Muslim,0
128342948,685304948,NEW,MALE,S,GRADUATE,48,RURAL,40897,1,IDBI_2,Parsi,0
128349249,685304949,NEW,MALE,E,GRADUATE,66,RURAL,38995,1,IDBI_74,Hindu,1
128342950,685304950,ENH,MALE,N,SECONDARY,46,RURAL,39140,1,IDBI_74,Parsi,1
128342951,685304951,ENH,MALE,S,PRIMARY,65,RURAL,39723,1,IDBI_22,Hindu,1
128342952,685304952,ENH,MALE,S,GRADUATE,49,RURAL,39412,1,IDBI_55,Parsi,1
128342953,685304953,NEW,MALE,S,GRADUATE,43,RURAL,38806,0,IDBI_5,Parsi,1
128342954,685304954,ENH,MALE,W,PRIMARY,63,RURAL,41662,0,IDBI_5,Parsi,1
128342955,685304955,ENH,MALE,S,0,68,URBAN,40893,1,IDBI_7,Parsi,1
128342956,685304956,ENH,MALE,N,SECONDARY,59,URBAN,40161,1,IDBI_7,Hindu,1
128342957,685304957,NEW,FEMALE,W,GRADUATE,59,URBAN,41907,0,IDBI_16,Hindu,0
128342958,685304958,NEW,FEMALE,E,GRADUATE,49,URBAN,42204,0,IDBI_11,Christian,1
