customer_id,num_of_accts_in_same_bank,num_of_accts_in_different_bank,total_liabilities,payment_delays,total_authorized_limit,total_balance,credit_risk_score
128342258,1,2,388720,0,599499,542444,727
128342262,3,2,544740,1,465248,444375,705
128342263,1,0,0,1,429470,334183,646
128342264,1,1,479726,0,442199,734569,844
128342265,1,1,1164309,0,928116,720325,720
128342266,1,0,0,0,227881,335299,601
128342269,1,1,705715,1,156836,418809,815
128342270,1,1,1172845,1,779351,518801,733
128342271,2,0,0,0,789098,493365,629
128342272,3,2,563338,0,729568,421305,739
128342273,1,1,512377,1,310032,422961,694
128342274,1,0,0,1,846112,546679,849
128342275,2,2,1409841,0,553629,710757,722
128342276,2,2,356946,1,386576,669113,837
128342277,1,2,413711,0,276227,587576,839
128342278,1,2,906935,1,246453,311050,666
128342279,1,2,1538719,1,926792,719114,787
128342281,1,0,0,0,407429,322491,810
128342282,1,0,0,0,686204,349447,821
128342283,1,2,568397,0,173272,473417,770
128342285,1,2,1196404,0,124654,680944,755
128342286,3,2,1948654,0,415438,684102,781
128342287,3,0,0,1,485479,682338,665
128342289,1,0,0,0,989383,692200,679
128342291,3,1,1039593,0,783735,791222,820
128342293,2,1,771317,0,549180,526649,811
128342294,3,1,820307,1,111651,572934,615
128342295,1,0,0,1,707988,533737,791
128342296,1,1,544382,0,229690,384020,764
128342297,2,0,0,0,650368,302399,724
128342298,2,0,0,1,611930,495353,656
128342300,1,2,73268,0,344445,319558,726
128342301,3,2,1144969,0,999538,393758,737
128342302,1,0,0,0,432486,673420,786
128342303,1,1,38799,1,565443,481203,610
128342305,1,2,1020469,1,249955,541813,782
128342306,1,1,599867,0,383276,645563,613
128342308,3,1,219433,0,675532,343318,796
128342309,2,0,0,0,572167,362563,808
128342310,1,0,0,1,130484,464390,614
128342312,1,0,0,1,435169,725537,671
128342313,1,0,0,0,747144,764187,688
128342314,1,0,0,1,900087,693662,738
128342315,3,2,196322,0,903479,465343,689
128342318,1,2,1633023,1,708477,548831,837
128342319,1,0,0,0,106799,497458,733
128342320,1,0,0,0,231742,570644,673
128342321,1,1,185081,0,535752,391558,701
128342322,2,2,1489914,1,184586,336049,646
128342323,3,2,577037,1,843847,569499,760
128342324,1,2,887643,1,705330,406414,797
128342326,1,2,234037,1,687910,489401,702
128342327,1,1,648388,1,134758,617602,784
128342329,2,0,0,1,721434,688644,719
128342330,1,2,1911366,0,613970,769674,601
128342331,1,1,864950,1,833595,487041,755
128342332,2,0,0,1,220564,474018,647
128342333,2,0,0,0,482311,488682,731
128342334,2,1,752259,0,768160,534305,673
128342335,1,2,961348,1,476171,588913,691
128342336,1,2,950923,0,573328,740456,634
128342337,2,2,1955792,0,948894,730367,744
128342338,1,0,0,0,248340,320556,653
128342339,2,2,1984362,1,855196,535888,817
128342340,1,0,0,0,977485,715583,757
128342341,1,0,0,1,946397,527195,763
128342342,2,2,300245,1,400791,781799,671
128342343,1,1,1888286,0,753498,611374,687
128342344,1,0,0,0,520571,522230,619
128342345,1,1,1641170,0,768267,531907,776
128342346,1,0,0,1,156005,463399,680
128342347,1,1,1538200,0,776694,353604,776
128342349,3,2,1186088,1,591411,455802,647
128342351,1,1,1378527,1,398424,356035,622
128342352,2,2,1644797,0,581173,607135,711
128342353,1,1,928505,1,952380,779534,646
128342354,1,1,239126,1,681493,534489,756
128342355,2,2,1018764,0,681299,630320,714
128342356,1,2,1373825,1,709348,655867,827
128342358,1,0,0,1,958499,356543,734
128342359,1,1,353143,1,233526,492049,750
128342360,2,0,0,0,702279,592877,631
128342361,1,2,112872,1,993047,715101,617
128342362,1,1,1918832,1,648735,300220,688
128342363,2,0,0,1,659036,740863,753
128342364,1,0,0,0,971002,444026,723
128342367,1,1,1784519,1,574246,596012,722
128342368,2,2,1740573,1,889386,772031,835
128342370,2,0,0,0,813403,787272,830
128342372,1,0,0,1,541525,650175,641
128342373,2,2,1559830,0,500522,505357,812
128342374,3,2,851134,0,456892,348565,810
128342375,2,1,1327279,1,602296,404906,800
128342377,1,2,16356,0,930137,378225,724
128342378,1,2,1256811,1,724778,609819,745
128342379,2,1,19712,1,694120,767280,780
128342380,1,1,916107,1,527635,369711,769
128342382,2,1,1547486,1,904274,311820,673
128342384,1,0,0,1,842665,796037,740
128342385,1,0,0,0,834818,712735,620
128342386,1,2,1131296,1,684006,528999,635
128342387,2,2,388212,0,874488,513494,821
128342388,1,1,338360,1,897165,457596,660
128342389,1,0,0,1,941208,418400,847
128342390,1,2,955058,1,963286,687514,782
128342392,3,1,378960,1,314307,724535,810
128342393,1,0,0,0,370378,610401,807
128342394,2,1,856967,0,143872,596431,797
128342395,1,2,1824563,0,920314,314143,620
128342396,2,1,997419,0,679302,708796,731
128342397,1,1,454432,0,639807,595351,630
128342398,1,1,519986,1,229885,346638,722
128342399,2,0,0,1,545991,341527,645
128342400,1,0,0,1,544956,638355,803
128342401,1,2,1844102,1,231099,356265,742
128342403,2,0,0,0,793037,391836,795
128342405,1,0,0,1,338151,461441,690
128342409,2,0,0,1,750717,471083,610
128342411,1,0,0,1,677417,307721,656
128342412,2,0,0,1,501375,388891,811
128342413,1,2,1565751,1,449400,615097,699
128342414,2,1,1132744,1,700010,491471,725
128342415,3,0,0,1,250765,729035,725
128342416,1,0,0,0,422637,323395,820
128342417,1,1,1889443,1,987108,780564,703
128342418,1,0,0,0,546782,660212,682
128342419,2,1,378890,0,238980,368162,835
128342420,1,0,0,0,383542,363862,820
128342421,3,2,943349,1,601823,502447,816
128342422,2,1,1887669,0,993932,545381,659
128342424,2,2,1578879,0,729854,569771,691
128342425,2,2,1479252,0,825809,495617,844
128342426,1,2,135265,0,568895,450199,724
128342427,1,2,813664,1,529982,628053,629
128342428,2,1,1295176,0,665887,756906,724
128342429,1,2,1566694,1,287126,471203,710
128342430,2,2,574150,1,781889,472028,659
128342431,2,1,252244,0,226875,473675,817
128342432,2,2,1925768,1,671280,358540,699
128342434,1,2,1382787,0,412317,674076,749
128342436,2,1,261773,0,528076,360336,625
128342438,2,2,13252,0,234267,714840,617
128342439,1,0,0,1,582044,629186,605
128342440,2,1,865523,1,441570,547939,787
128342441,2,0,0,1,238270,469836,832
128342442,2,2,1869189,0,158033,735798,604
128348110,1,1,563744,1,724210,786413,849
128342445,2,1,449301,1,135656,696811,673
128342446,3,2,297475,0,415348,774350,638
128346816,1,1,1480347,0,590963,507523,714
128342448,1,0,0,1,646675,409557,696
128342449,1,1,626594,1,351625,693137,614
128342451,2,2,1970375,0,620475,735567,695
128342454,1,0,0,1,985414,785980,733
128342456,2,2,1427363,1,155691,342552,822
128342457,2,0,0,0,714367,405678,800
128342458,2,1,1324902,0,757517,722500,672
128342459,2,1,1794749,0,952393,797065,729
128342460,2,2,1282921,0,813832,709448,605
128342461,1,0,0,1,548258,643024,835
128342464,1,1,1789130,1,531301,711299,732
128342466,1,2,355236,1,467322,769461,614
128342467,2,2,947706,0,573144,695401,806
128342468,2,2,1047191,0,444712,700818,673
128342470,1,1,1132302,0,326169,706262,818
128342471,3,2,516119,0,173653,324482,835
128342472,2,0,0,1,988517,369502,610
128342474,1,1,574689,0,692603,314770,801
128342475,2,1,1761566,0,145626,554352,613
128342476,2,2,148097,0,600356,314419,660
128342477,1,2,1789470,0,487365,639328,641
128342478,1,2,1309530,0,891938,328632,655
128342479,2,1,438585,0,501041,744097,844
128342481,1,1,1274507,1,201194,653095,656
128342483,2,1,275749,1,903950,556778,662
128342484,2,0,0,1,611082,475841,748
128342485,1,0,0,0,985323,456330,760
128342486,1,0,0,1,886644,756676,618
128342487,1,1,432146,0,545953,471929,727
128342489,1,2,903126,1,824719,488825,730
128342490,1,0,0,1,170995,505320,829
128342491,1,0,0,1,680147,560085,776
128342492,2,1,1432713,1,945370,523242,834
128342493,1,2,1122067,0,903236,369021,823
128342494,2,1,576027,1,896569,598134,769
128342495,1,1,1172439,1,343971,561823,711
128342496,1,1,161579,1,222695,476030,850
128342497,3,1,679970,0,631793,440804,757
128342499,1,0,0,0,942013,558957,822
128342501,1,1,1654605,0,476214,407116,618
128342502,2,0,0,0,120407,445031,779
128342503,3,0,0,0,351584,586019,693
128342504,1,2,359757,1,912111,436522,797
128342507,1,0,0,0,396714,641634,736
128342508,2,2,794393,0,960645,323727,689
128342509,1,2,942569,0,375162,677820,678
128342510,1,1,982066,1,531741,345753,787
128342512,1,2,1825940,0,375419,580340,830
128342513,1,0,0,1,347509,510647,770
128342514,2,0,0,1,510191,466818,700
128342515,1,1,1152679,1,499921,654337,800
128342516,1,2,836868,0,329277,682883,837
128342518,1,0,0,0,187614,487687,801
128342520,1,0,0,1,921229,378660,819
128342521,3,0,0,0,764467,452518,652
128342522,1,0,0,0,142497,335271,713
128342524,2,2,1731990,0,706948,695067,812
128342525,1,1,1229500,0,283043,770293,637
128342526,2,2,1206960,1,850361,348594,682
128342529,1,1,1232890,1,747372,683538,713
128342530,1,0,0,0,494065,484288,702
128342531,1,2,893674,0,110323,421730,620
128342533,2,1,1280488,1,719505,482041,687
128342534,2,0,0,0,123108,665541,616
128342535,1,0,0,0,775723,611500,617
128342536,3,1,1282628,1,226214,701749,718
128342537,1,0,0,0,988068,447080,631
128342538,2,2,911769,0,985801,350573,837
128342539,1,0,0,0,869205,409820,803
128342540,2,0,0,0,437237,498618,606
128342542,1,2,720604,0,913334,768693,685
128342543,1,1,1850487,1,583571,314924,740
128342544,1,2,1250412,1,936713,595310,693
128342547,1,0,0,0,185812,781188,608
128342549,2,1,1188964,0,745151,517420,614
128342551,1,1,536440,0,224151,436335,809
128342552,1,2,253713,0,495467,560240,751
128346626,1,0,0,0,525517,405085,805
128342554,2,1,1889331,1,809025,404378,738
128342555,2,2,677449,1,719530,652489,742
128342557,1,1,746142,1,705063,645075,663
128342558,1,2,1598724,1,595334,391708,653
128342559,2,0,0,0,996689,694336,825
128342561,2,2,462973,0,587808,700967,610
128342562,1,2,1849574,0,104970,473068,613
128342564,1,0,0,1,416175,540914,728
128342565,2,0,0,0,522657,505765,808
128342568,1,1,62031,0,103536,740296,684
128342569,1,1,641293,0,609495,329921,743
128342571,1,2,1216917,0,478860,536487,692
128342573,1,2,1624193,0,841059,523730,755
128342574,3,1,1340246,1,108244,429172,745
128342575,1,1,1611261,0,352160,721777,780
128342576,2,0,0,1,898240,571931,652
128342578,1,1,1790460,1,118298,427649,614
128342580,3,1,1446628,0,362651,437073,671
128342582,2,2,1815463,1,281880,563553,607
128342583,3,1,708055,0,558784,589993,668
128342584,2,0,0,0,533948,774117,775
128342585,2,1,333595,1,741623,635719,787
128342586,3,2,1401691,1,278546,659297,658
128342587,2,0,0,1,529818,584892,714
128342589,1,1,384472,0,633394,730662,710
128342590,1,0,0,0,619242,422523,693
128342591,3,1,1442150,1,379266,424590,779
128342593,1,1,901374,1,766214,355474,622
128342595,1,0,0,1,348330,418628,711
128342596,1,2,1877924,1,257315,513892,812
128342597,2,1,1826617,0,889277,527443,688
128342598,3,1,829877,1,424333,715870,689
128342599,1,0,0,1,288147,450591,620
128342600,2,0,0,0,747667,779972,721
128342601,2,1,1651345,1,239519,720989,761
128342602,3,0,0,1,221671,447945,619
128342603,1,1,1119796,1,548087,778639,645
128342604,2,1,33201,1,527960,777365,604
128342605,1,0,0,1,698969,320506,760
128342606,2,1,81550,0,868113,717372,754
128342607,2,0,0,1,534234,728855,767
128342608,1,1,663842,1,614206,533027,718
128342612,2,1,851300,1,841806,519828,652
128342613,1,1,864461,0,401745,528534,663
128342615,2,0,0,0,152960,686240,792
128342616,1,2,197794,0,685174,402226,602
128342617,1,0,0,0,751161,356342,805
128342618,1,1,1464223,0,786071,311700,792
128342619,1,2,1956167,1,714776,438738,743
128342620,1,0,0,1,570147,637778,626
128342621,2,2,390696,1,179961,697478,713
128342622,2,1,628465,1,832962,464200,735
128342623,2,0,0,0,653115,438611,817
128342625,1,1,146187,0,914130,386110,681
128342626,2,1,114754,1,631817,611765,641
128342628,1,2,1697329,1,182624,619535,790
128342629,2,1,651317,0,852601,511184,604
128342630,2,0,0,0,582605,723613,749
128342631,2,0,0,1,281744,389348,796
128342632,1,2,1059374,0,933210,718792,740
128342633,1,0,0,0,612133,476990,826
128342634,1,2,1164899,0,197601,314107,748
128342635,2,0,0,1,919711,798698,615
128342636,1,2,55914,1,943850,673204,735
128342637,2,2,1620483,1,898186,375657,776
128342638,2,1,1564274,1,361694,726910,814
128342640,1,1,823882,0,192165,796085,809
128342641,3,0,0,0,741509,681908,641
128342642,2,0,0,1,129606,482870,847
128342643,1,0,0,1,419047,422185,840
128342644,2,0,0,1,795247,795705,684
128342645,1,2,541492,1,652696,329710,734
128342646,2,0,0,0,263377,497334,699
128342647,3,1,572741,1,320590,508672,708
128342648,3,1,342261,0,124841,390203,820
128342650,2,1,743763,0,524268,764086,677
128342651,1,2,958745,0,372768,766831,755
128342652,1,0,0,1,115584,552668,766
128342653,1,2,292948,0,109246,513822,655
128342654,2,1,1589910,0,617038,354723,622
128342655,1,0,0,0,729086,626134,616
128342656,1,2,1474569,1,327656,451645,801
128342657,2,1,1952467,1,217530,650356,674
128342659,2,1,553379,1,495683,480200,687
128342661,1,2,725063,0,765207,513535,781
128342663,1,1,948216,1,806048,510640,614
128342664,2,1,1600123,0,756806,779320,804
128342665,1,1,50442,1,681458,397367,655
128342666,2,2,734193,1,522840,650266,745
128342668,1,1,1659619,0,853216,553961,649
128342669,1,1,1162453,0,375762,699838,709
128342670,1,1,912341,1,912875,481892,784
128342671,3,2,537834,0,899088,616611,804
128342672,1,1,1668672,1,554121,579077,667
128342674,2,2,49976,1,745169,610805,719
128342675,1,1,872040,0,860267,766481,811
128342676,3,1,1166121,1,260021,642018,639
128342677,1,0,0,0,284437,331870,614
128342678,1,0,0,1,729861,563525,607
128342679,1,0,0,1,163515,375961,787
128342680,1,1,871974,0,423091,646308,708
128342681,1,2,1863734,0,492544,566817,641
128342683,1,2,610066,1,673456,661648,613
128342684,1,2,1578441,1,549942,669459,621
128342685,2,2,158142,0,862381,450239,643
128342686,2,2,100038,1,369243,479170,697
128342687,1,2,950599,0,639769,754351,694
128342688,1,1,611854,0,645265,332506,728
128342689,3,2,1292179,1,793077,513908,640
128342690,1,1,1519681,1,168412,507105,745
128342693,2,2,295340,1,812065,613573,698
128342694,1,2,1841442,1,303256,538359,611
128342695,1,2,1025731,0,188836,431466,693
128342696,1,2,69542,1,156700,417482,779
128342697,1,2,1385084,1,426425,364626,735
128342698,3,1,431584,1,535146,763141,623
128342700,2,1,670158,1,797292,788597,797
128342701,1,2,1783719,0,346415,426272,705
128342702,2,0,0,0,862910,374181,777
128342704,1,0,0,1,364604,406117,604
128342706,1,1,422947,0,465239,797833,703
128342707,1,0,0,1,880499,591665,710
128342708,1,1,1331092,1,128474,364471,714
128342709,1,0,0,1,804632,517283,641
128342710,2,0,0,0,804575,310852,616
128342711,2,0,0,1,671818,779763,825
128342712,1,2,1903511,0,927531,703621,652
128342713,1,0,0,1,366926,602007,675
128342714,1,0,0,0,299209,527137,844
128342715,3,2,395717,1,512906,319023,739
128342716,2,2,867428,1,834432,643107,629
128342717,2,1,142719,0,188202,311460,644
128342718,1,1,1252144,1,949651,617215,793
128342719,2,0,0,0,776134,547347,848
128342720,1,2,1047012,0,913551,792390,677
128342722,1,1,512982,0,769374,698286,801
128342183,1,1,481379,0,415344,699819,605
128342724,3,2,1255925,0,894641,431114,791
128342725,2,0,0,1,419244,561073,775
128340138,2,1,472093,0,569827,715502,689
128342728,2,0,0,1,622139,651459,685
128342729,1,2,1090146,0,360865,514802,836
128342730,1,1,1759762,0,988072,767270,846
128342731,1,0,0,1,878342,589442,752
128342732,1,1,1580340,1,276919,703281,754
128342733,2,2,1516022,0,419434,651261,613
128342734,1,0,0,0,383411,344471,784
128342735,1,0,0,0,248818,491888,842
128342736,3,2,231394,1,929085,343839,795
128342737,1,1,475364,0,856047,630303,725
128342739,1,0,0,1,198528,418377,600
128342740,2,1,909849,1,398361,572881,692
128342742,2,2,1440125,0,716263,629468,792
128342743,1,2,355052,1,429928,574340,805
128342745,3,1,508824,1,810564,577657,607
128342747,1,0,0,0,615056,441952,699
128342748,1,1,1043723,0,166158,592521,699
128342749,2,2,809351,1,749368,567275,711
128342750,2,1,1627462,0,541099,549917,691
128342751,3,0,0,0,327218,720187,807
128342753,2,2,287952,0,748051,787565,688
128342754,2,1,1556897,1,148613,317379,619
128342755,1,1,1012992,1,856925,554226,726
128342756,1,2,1179837,0,525726,503802,782
128342758,2,2,1580840,1,274675,376570,619
128342760,1,0,0,0,566219,617371,653
128342761,1,2,674142,0,569007,557178,676
128342762,1,1,583390,1,506068,670050,677
128342764,2,2,1530375,1,406870,379571,845
128342765,1,1,883152,1,984815,300519,840
128342766,2,1,261653,1,763863,550668,699
128342767,2,1,885883,1,578815,749228,786
128342768,2,0,0,0,943713,781070,652
128342769,1,1,1683904,0,123820,324264,649
128342770,3,0,0,1,164475,620327,606
128342771,1,2,847921,1,915538,574499,786
128342772,1,2,1028444,0,724026,643986,685
128342773,3,0,0,1,180206,704926,714
128342774,1,2,618364,0,136818,663348,660
128342775,1,1,889774,1,363947,439725,646
128342776,1,2,1874127,0,358985,380853,839
128342777,2,0,0,1,965296,619247,631
128342778,1,1,863168,0,415404,522615,842
128342779,1,0,0,1,346924,472332,820
128342780,1,2,1276900,1,598917,396240,827
128342781,3,1,566864,1,245438,607699,753
128342782,1,1,172530,1,343719,634403,834
128342783,2,1,1236059,1,707152,701188,839
128342784,1,2,463814,0,479756,445494,686
128342785,2,2,1192524,0,314559,584658,829
128342786,2,0,0,1,480119,618682,820
128342788,2,0,0,0,967273,669030,640
128342789,1,1,1473860,1,280918,665308,732
128342790,2,1,316616,0,361001,631007,833
128342791,1,2,1069039,0,861716,739985,812
128342792,1,0,0,0,320987,744713,830
128342793,1,2,1441458,0,248853,547678,743
128342795,2,1,302603,1,972262,553118,803
128342796,3,1,651510,0,618360,559745,690
128342797,2,1,735916,0,422447,702194,713
128342798,3,0,0,1,787359,746338,606
128342799,1,2,1629174,1,574410,372755,798
128342800,2,0,0,0,946700,654469,673
128342801,2,2,1951767,1,271465,399748,799
128342804,1,2,1412077,1,437099,728910,622
128342805,1,1,1667455,0,361394,733360,771
128342806,2,0,0,1,399680,638105,632
128342807,1,0,0,1,926500,581547,756
128342808,1,2,890665,1,908958,382963,663
128342809,2,2,1935018,0,802395,355769,810
128342810,1,2,1327110,0,699467,333661,847
128342811,1,1,432011,1,176167,558488,738
128342812,1,1,160663,0,543851,773742,782
128342813,1,0,0,0,580997,631083,688
128342814,1,2,1883751,0,944411,658599,789
128342815,1,2,954907,1,773859,624821,644
128342816,1,1,923871,0,845439,663837,826
128342817,1,1,105590,1,517306,395364,790
128342818,1,0,0,1,614465,766655,752
128342819,1,0,0,1,149628,332851,759
128342820,1,1,1300864,1,678370,319973,783
128342822,1,0,0,0,149094,338438,830
128342823,1,1,1944877,1,930101,762580,727
128342824,2,2,1754003,0,558472,722082,826
128342826,1,0,0,0,398601,674883,736
128342827,3,2,452500,1,124350,792332,724
128342828,2,0,0,1,240932,633947,780
128342829,1,1,345935,1,494173,640134,763
128342831,1,1,1912798,0,802861,477909,647
128342832,1,1,667640,0,133869,739848,724
128342834,1,1,1397162,1,929414,407130,705
128342835,1,1,419353,0,462861,709060,712
128342836,1,0,0,1,163407,326122,812
128342837,1,1,390305,1,395387,615519,724
128342838,1,1,822458,1,877532,766167,705
128342839,1,2,1372147,1,635037,556421,831
128342840,2,0,0,1,806684,778954,642
128342841,3,1,559918,1,742798,550362,737
128342842,2,2,916873,1,780903,685474,672
128342843,1,0,0,1,710448,348324,766
128342844,2,2,582407,0,267916,404137,754
128342845,3,2,1555172,0,652094,378256,784
128342846,1,0,0,1,208381,532397,609
128342847,1,0,0,1,320999,324093,674
128342849,1,1,364606,1,925678,615309,633
128342850,2,2,709104,0,989850,763244,841
128342851,1,1,1828476,0,432175,451146,772
128342852,1,1,632266,0,857064,458979,815
128342853,2,2,1319152,1,179911,543473,801
128342854,1,1,1338762,0,666932,733829,600
128342855,1,2,661270,0,140823,778889,646
128342857,1,1,667101,0,940920,743420,782
128342858,1,2,1364095,0,549959,718860,722
128342859,1,2,828679,0,836065,647984,753
128342860,1,1,937385,1,116681,554192,771
128342861,2,2,1519185,0,623057,337285,619
128342862,1,1,1499997,1,936271,384301,788
128342863,3,0,0,0,232796,520650,823
128346877,2,0,0,1,814797,309137,785
128342867,2,1,1734686,0,611687,584306,679
128342868,2,1,661414,0,944626,372104,667
128342870,1,1,935004,0,606249,790777,610
128342871,1,1,1690128,1,818353,450820,805
128342873,2,0,0,1,527487,608145,829
128342875,3,1,1141438,1,814734,651788,827
128342876,1,2,1022831,1,727785,453201,622
128342877,2,1,1116164,0,248220,497275,652
128342878,1,2,1368202,1,892448,769726,717
128342879,1,0,0,0,635116,681435,645
128342880,1,0,0,1,841286,799403,780
128342881,1,0,0,1,659185,722134,707
128342882,2,1,1241773,1,556111,588557,666
128342883,2,1,1751138,1,477616,648884,719
128342884,1,1,321155,0,242265,542377,753
128342885,1,0,0,1,159188,604667,600
128342887,1,1,1739224,0,421028,425610,807
128342888,1,1,545257,1,288201,490528,833
128342889,1,0,0,0,350867,718580,757
128342890,2,0,0,1,117620,372367,648
128342893,1,2,877759,1,359157,495924,634
128342894,1,1,74196,0,287730,647871,834
128342895,1,1,1537986,1,680182,484544,812
128342896,2,2,254982,0,613230,546118,659
128342897,2,1,1927966,0,466660,690959,746
128342898,2,0,0,0,569815,398493,751
128342899,1,1,384468,0,133115,552992,836
128342900,1,2,987883,0,224349,648716,728
128342901,2,2,1353005,0,590632,625832,653
128342902,2,0,0,1,664202,573170,662
128342903,1,2,1673808,0,352527,619642,638
128342904,1,0,0,0,304078,468200,607
128342905,1,1,873270,0,787784,537927,769
128342906,1,1,1156037,0,435540,630256,763
128342907,1,2,1774192,1,453967,738913,749
128342908,1,2,1500298,0,696207,620167,849
128342910,2,0,0,1,836967,321966,770
128342911,1,1,285032,0,864011,678309,621
128341335,1,2,1393731,0,464623,498331,850
128342914,1,1,807949,1,585908,584889,602
128342915,3,0,0,0,729308,711145,837
128342916,1,2,1714481,1,679567,466552,769
128342917,3,2,697310,1,794120,606371,679
128342918,3,1,1290655,0,600592,557724,622
128342919,2,2,442207,0,404440,752113,703
128342920,2,2,787913,1,202233,661511,814
128342921,1,0,0,0,177032,438606,809
128342922,1,0,0,0,847873,479551,671
128342923,1,1,350555,1,778880,612524,769
128342924,1,1,617396,1,272764,598647,649
128342927,2,2,1575224,1,867605,521163,766
128342928,1,0,0,0,692503,566971,653
128342929,2,2,610698,0,315140,314264,823
128342930,1,0,0,0,717493,759823,747
128342932,1,1,897057,1,593511,736767,689
128342933,1,1,161154,0,726341,496594,665
128342935,1,0,0,0,476779,487984,695
128342936,1,1,1025035,0,327431,754735,653
128342937,1,0,0,1,576360,304466,668
128342938,1,2,814805,0,446099,719573,608
128342939,2,1,1793403,1,208386,472627,833
128342940,1,2,822103,1,259947,692089,800
128342941,1,2,212577,0,603150,397646,712
128342947,2,2,1742785,0,890407,614290,737
128342948,1,2,1759108,1,601669,343358,850
128349249,1,0,0,1,227466,537032,819
128342950,1,0,0,1,981906,614811,661
128342951,2,1,1413969,1,367684,456905,788
128342952,1,2,1987085,1,231308,706873,714
128342953,1,1,1522648,1,956341,712705,806
128342954,1,2,1192071,0,945790,682647,610
128342955,1,0,0,0,251462,339772,709
128342956,1,1,927264,1,569085,502822,699
128342957,1,1,1384200,0,340494,791293,834
128342958,1,1,1362550,1,929929,633813,732
128342960,1,1,529867,0,878885,309216,756
128342962,1,0,0,1,314672,713805,736
128342963,1,2,1148294,0,193930,514707,751
128342964,2,0,0,0,780661,787688,637
128342965,1,1,1579214,1,227909,408716,639
128342966,1,1,1729816,1,933448,334420,805
128342967,1,2,876540,0,855378,759542,652
128342968,2,0,0,1,782976,401454,617
128342969,1,0,0,1,725905,372314,678
128342970,1,2,1070967,1,583645,408329,659
128342971,1,1,1559954,0,930533,608552,619
128342972,1,2,1076173,1,559429,471528,678
128342973,3,2,669457,1,244781,650609,850
128342975,2,0,0,1,196996,661514,751
128342976,2,0,0,0,915186,652482,703
128342977,2,0,0,1,647728,550014,674
128342978,2,0,0,0,587523,472880,837
128342979,1,0,0,1,895102,671642,752
128342980,3,2,841911,0,126372,619646,821
128342981,1,1,1006763,1,201714,363547,822
128342982,1,1,1804160,1,149249,753318,671
128342983,1,2,71842,0,428062,510176,719
128342985,1,0,0,0,758648,774522,634
128342986,1,1,1425855,0,324009,669339,774
128342988,1,2,1089358,0,998699,462694,787
128342989,1,0,0,1,944286,536901,642
128342990,2,1,20071,1,931892,449255,612
128342992,1,1,1472440,1,993389,788948,716
128342994,3,2,991674,1,398803,587335,692
128342995,1,1,1532255,0,479451,679400,604
128342996,2,0,0,0,253552,643477,839
128342997,1,2,1397697,1,706384,555088,813
128342998,3,1,387997,1,600177,334481,790
128343000,1,2,929046,1,939473,727795,608
128343001,2,1,775986,0,661374,399127,776
128343002,2,1,791142,0,306286,383672,693
128343680,1,2,1655709,1,511168,744925,829
128343005,1,2,1806759,1,245839,666258,692
128343006,1,1,564787,0,899024,433708,756
128343007,1,0,0,0,103653,366640,622
128343008,3,2,220100,1,818627,321998,811
128343010,1,0,0,0,203190,402226,842
128343012,1,1,369676,1,357032,653029,683
128343013,1,1,1288225,0,286161,616772,707
128343014,1,0,0,1,177238,658896,665
128343016,1,2,259025,0,335406,622400,774
128343017,1,2,1509425,0,672426,500284,702
128343018,1,1,1265059,1,334158,569558,657
128343019,2,0,0,0,638351,753523,616
128343020,1,1,714345,1,920362,727693,632
128343021,1,0,0,1,283932,543774,752
128343022,2,0,0,1,546430,516712,730
128343023,1,0,0,1,953384,507563,634
128343024,1,1,965128,0,566261,734815,807
128343025,3,2,1057407,1,888342,359230,838
128343026,3,2,167247,1,705355,781494,733
128343027,2,0,0,1,845257,473739,848
128343028,2,0,0,0,830386,631912,791
128343029,1,2,390405,0,850468,379047,650
128343030,3,0,0,1,719490,453179,684
128343031,1,1,114539,0,305039,533551,684
128343032,1,2,262941,1,404422,446502,833
128343033,2,2,1454570,1,214793,492146,792
128343034,1,0,0,0,294180,403505,733
128343035,1,0,0,1,114957,754317,730
128343036,1,1,102520,0,491763,713447,611
128343037,1,2,1397972,0,633283,743148,674
128343038,1,1,826253,1,732952,582392,717
128343040,1,1,1401750,1,972820,442159,691
128343041,1,0,0,0,324027,659973,785
128343042,3,0,0,0,234675,596760,783
128343043,1,2,1009847,1,201494,748697,834
128343045,2,1,1551246,1,365623,610048,776
128343046,1,2,391395,0,138528,376393,748
128343047,2,0,0,0,319766,382552,798
128343048,3,2,572031,1,164489,376087,666
128343049,1,2,307273,0,806978,674155,604
128343050,3,0,0,0,630417,360256,738
128343051,1,0,0,0,483664,617791,627
128343052,2,2,1018836,0,995722,372990,725
128343053,1,1,954202,0,388195,727127,792
128343055,2,2,36612,1,883849,773644,634
128343056,2,0,0,1,622578,515447,785
128343058,1,2,180710,0,126746,762083,632
128343059,1,2,1513287,0,668163,707932,627
128343060,2,0,0,1,668212,549837,728
128343062,2,0,0,0,877020,560547,661
128343063,3,1,1793369,1,701034,462354,612
128343064,1,1,802951,1,748125,779134,679
128343065,1,1,1573265,1,260138,321001,610
128343066,3,2,605844,1,496728,496163,710
128343068,1,0,0,0,844196,454638,677
128343069,1,1,765311,1,251077,796169,754
128343070,1,1,687424,1,989146,602299,743
128343071,2,2,524614,0,838904,677138,637
128343073,1,0,0,1,424078,744059,849
128343075,1,0,0,0,903693,523859,849
128343076,1,1,1197301,1,386639,645243,696
128343079,1,2,156346,1,147760,586756,779
128343080,1,0,0,0,978950,657310,634
128343081,1,2,1324798,1,216913,375330,682
